service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
000177,0,0,0,0,0,0,0,20241106,20251213
000178,0,0,0,0,0,0,0,20241106,20251213
000179,0,0,0,0,0,0,0,20241106,20251213
000180,0,0,0,0,0,0,0,20241106,20251213
000181,0,0,0,0,0,0,0,20241106,20251213
000182,0,0,0,0,0,0,0,20241106,20251213
000183,0,0,0,0,0,0,0,20241106,20251213
000184,0,0,0,0,0,0,0,20241106,20251213
000185,0,0,0,0,0,0,0,20241106,20251213
000186,0,0,0,0,0,0,0,20241106,20251213
000187,0,0,0,0,0,0,0,20241106,20251213
000188,0,0,0,0,0,0,0,20241106,20251213
000189,0,0,0,0,0,0,0,20241106,20251213
000190,0,0,0,0,0,0,0,20241106,20251213
000191,0,0,0,0,0,0,0,20241106,20251213
000192,0,0,0,0,0,0,0,20241106,20251213
000193,0,0,0,0,0,0,0,20241106,20251213
000194,0,0,0,0,0,0,0,20241106,20251213
000195,0,0,0,0,0,0,0,20241106,20251213
000196,0,0,0,0,0,0,0,20241106,20251213
000197,0,0,0,0,0,0,0,20241106,20251213
000198,0,0,0,0,0,0,0,20241106,20251213
000199,0,0,0,0,0,0,0,20241106,20251213
000200,0,0,0,0,0,0,0,20241106,20251213
000201,0,0,0,0,0,0,0,20241106,20251213
000202,0,0,0,0,0,0,0,20241106,20251213
000203,0,0,0,0,0,0,0,20241106,20251213
000204,0,0,0,0,0,0,0,20241106,20251213
000205,0,0,0,0,0,0,0,20241106,20251213
000206,0,0,0,0,0,0,0,20241106,20251213
000207,0,0,0,0,0,0,0,20241106,20251213
000208,0,0,0,0,0,0,0,20241106,20251213
000209,0,0,0,0,0,0,0,20241106,20251213
000210,0,0,0,0,0,0,0,20241106,20251213
000211,0,0,0,0,0,0,0,20241106,20251213
000212,0,0,0,0,0,0,0,20241106,20251213
000213,0,0,0,0,0,0,0,20241106,20251213
000214,0,0,0,0,0,0,0,20241106,20251213
000215,0,0,0,0,0,0,0,20241106,20251213
000216,0,0,0,0,0,0,0,20241106,20251213
000217,0,0,0,0,0,0,0,20241106,20251213
000218,0,0,0,0,0,0,0,20241106,20251213
000219,0,0,0,0,0,0,0,20241106,20251213
000220,0,0,0,0,0,0,0,20241106,20251213
000221,0,0,0,0,0,0,0,20241106,20251213
000222,0,0,0,0,0,0,0,20241106,20251213
000223,0,0,0,0,0,0,0,20241106,20251213
000224,0,0,0,0,0,0,0,20241106,20251213
000225,0,0,0,0,0,0,0,20241106,20251213
000226,0,0,0,0,0,0,0,20241106,20251213
000227,0,0,0,0,0,0,0,20241106,20251213
000228,0,0,0,0,0,0,0,20241106,20251213
000229,0,0,0,0,0,0,0,20241106,20251213
000230,0,0,0,0,0,0,0,20241106,20251213
000231,0,0,0,0,0,0,0,20241106,20251213
000232,0,0,0,0,0,0,0,20241106,20251213
000233,0,0,0,0,0,0,0,20241106,20251213
000234,0,0,0,0,0,0,0,20241106,20251213
000235,0,0,0,0,0,0,0,20241106,20251213
000236,0,0,0,0,0,0,0,20241106,20251213
000237,0,0,0,0,0,0,0,20241106,20251213
000238,0,0,0,0,0,0,0,20241106,20251213
000239,0,0,0,0,0,0,0,20241106,20251213
000240,0,0,0,0,0,0,0,20241106,20251213
000241,0,0,0,0,0,0,0,20241106,20251213
000242,0,0,0,0,0,0,0,20241106,20251213
000243,0,0,0,0,0,0,0,20241106,20251213
000244,0,0,0,0,0,0,0,20241106,20251213
000245,0,0,0,0,0,0,0,20241106,20251213
000246,0,0,0,0,0,0,0,20241106,20251213
000247,0,0,0,0,0,0,0,20241106,20251213
000248,0,0,0,0,0,0,0,20241106,20251213
000249,0,0,0,0,0,0,0,20241106,20251213
000250,0,0,0,0,0,0,0,20241106,20251213
000251,0,0,0,0,0,0,0,20241106,20251213
000252,0,0,0,0,0,0,0,20241106,20251213
000253,0,0,0,0,0,0,0,20241106,20251213
000254,0,0,0,0,0,0,0,20241106,20251213
000255,0,0,0,0,0,0,0,20241106,20251213
000256,0,0,0,0,0,0,0,20241106,20251213
000257,0,0,0,0,0,0,0,20241106,20251213
000258,0,0,0,0,0,0,0,20241106,20251213
000259,0,0,0,0,0,0,0,20241106,20251213
000260,0,0,0,0,0,0,0,20241106,20251213
000261,0,0,0,0,0,0,0,20241106,20251213
000262,0,0,0,0,0,0,0,20241106,20251213
000263,0,0,0,0,0,0,0,20241106,20251213
000264,0,0,0,0,0,0,0,20241106,20251213
000265,0,0,0,0,0,0,0,20241106,20251213
000266,0,0,0,0,0,0,0,20241106,20251213
000267,0,0,0,0,0,0,0,20241106,20251213
000268,0,0,0,0,0,0,0,20241106,20251213
000269,0,0,0,0,0,0,0,20241106,20251213
000270,0,0,0,0,0,0,0,20241106,20251213
000271,0,0,0,0,0,0,0,20241106,20251213
000272,0,0,0,0,0,0,0,20241106,20251213
000273,0,0,0,0,0,0,0,20241106,20251213
000274,0,0,0,0,0,0,0,20241106,20251213
000275,0,0,0,0,0,0,0,20241106,20251213
000276,0,0,0,0,0,0,0,20241106,20251213
000277,0,0,0,0,0,0,0,20241106,20251213
000278,0,0,0,0,0,0,0,20241106,20251213
000279,0,0,0,0,0,0,0,20241106,20251213
000280,0,0,0,0,0,0,0,20241106,20251213
000281,0,0,0,0,0,0,0,20241106,20251213
000282,0,0,0,0,0,0,0,20241106,20251213
000283,0,0,0,0,0,0,0,20241106,20251213
000284,0,0,0,0,0,0,0,20241106,20251213
000285,0,0,0,0,0,0,0,20241106,20251213
000286,0,0,0,0,0,0,0,20241106,20251213
000287,0,0,0,0,0,0,0,20241106,20251213
000288,0,0,0,0,0,0,0,20241106,20251213
000289,0,0,0,0,0,0,0,20241106,20251213
000290,0,0,0,0,0,0,0,20241106,20251213
000291,0,0,0,0,0,0,0,20241106,20251213
000292,0,0,0,0,0,0,0,20241106,20251213
000293,0,0,0,0,0,0,0,20241106,20251213
000294,0,0,0,0,0,0,0,20241106,20251213
000295,0,0,0,0,0,0,0,20241106,20251213
000296,0,0,0,0,0,0,0,20241106,20251213
000297,0,0,0,0,0,0,0,20241106,20251213
000298,0,0,0,0,0,0,0,20241106,20251213
000299,0,0,0,0,0,0,0,20241106,20251213
000300,0,0,0,0,0,0,0,20241106,20251213
000301,0,0,0,0,0,0,0,20241106,20251213
000302,0,0,0,0,0,0,0,20241106,20251213
000303,0,0,0,0,0,0,0,20241106,20251213
000304,0,0,0,0,0,0,0,20241106,20251213
000305,0,0,0,0,0,0,0,20241106,20251213
000306,0,0,0,0,0,0,0,20241106,20251213
000307,0,0,0,0,0,0,0,20241106,20251213
000308,0,0,0,0,0,0,0,20241106,20251213
000309,0,0,0,0,0,0,0,20241106,20251213
000310,0,0,0,0,0,0,0,20241106,20251213
000311,0,0,0,0,0,0,0,20241106,20251213
000312,0,0,0,0,0,0,0,20241106,20251213
000313,0,0,0,0,0,0,0,20241106,20251213
000314,0,0,0,0,0,0,0,20241106,20251213
000315,0,0,0,0,0,0,0,20241106,20251213
000316,0,0,0,0,0,0,0,20241106,20251213
000317,0,0,0,0,0,0,0,20241106,20251213
000318,0,0,0,0,0,0,0,20241106,20251213
000319,0,0,0,0,0,0,0,20241106,20251213
000320,0,0,0,0,0,0,0,20241106,20251213
000321,0,0,0,0,0,0,0,20241106,20251213
000322,0,0,0,0,0,0,0,20241106,20251213
000323,0,0,0,0,0,0,0,20241106,20251213
000324,0,0,0,0,0,0,0,20241106,20251213
000325,0,0,0,0,0,0,0,20241106,20251213
000326,0,0,0,0,0,0,0,20241106,20251213
000327,0,0,0,0,0,0,0,20241106,20251213
000328,0,0,0,0,0,0,0,20241106,20251213
000329,0,0,0,0,0,0,0,20241106,20251213
000330,0,0,0,0,0,0,0,20241106,20251213
000331,0,0,0,0,0,0,0,20241106,20251213
000332,0,0,0,0,0,0,0,20241106,20251213
000333,0,0,0,0,0,0,0,20241106,20251213
000334,0,0,0,0,0,0,0,20241106,20251213
000335,0,0,0,0,0,0,0,20241106,20251213
000336,0,0,0,0,0,0,0,20241106,20251213
000337,0,0,0,0,0,0,0,20241106,20251213
000338,0,0,0,0,0,0,0,20241106,20251213
000339,0,0,0,0,0,0,0,20241106,20251213
000340,0,0,0,0,0,0,0,20241106,20251213
000341,0,0,0,0,0,0,0,20241106,20251213
000342,0,0,0,0,0,0,0,20241106,20251213
000343,0,0,0,0,0,0,0,20241106,20251213
000344,0,0,0,0,0,0,0,20241106,20251213
000345,0,0,0,0,0,0,0,20241106,20251213
000346,0,0,0,0,0,0,0,20241106,20251213
000347,0,0,0,0,0,0,0,20241106,20251213
000348,0,0,0,0,0,0,0,20241106,20251213
000349,0,0,0,0,0,0,0,20241106,20251213
000350,0,0,0,0,0,0,0,20241106,20251213
000351,0,0,0,0,0,0,0,20241106,20251213
000352,0,0,0,0,0,0,0,20241106,20251213
000353,0,0,0,0,0,0,0,20241106,20251213
000354,0,0,0,0,0,0,0,20241106,20251213
000355,0,0,0,0,0,0,0,20241106,20251213
000356,0,0,0,0,0,0,0,20241106,20251213
000357,0,0,0,0,0,0,0,20241106,20251213
000358,0,0,0,0,0,0,0,20241106,20251213
000359,0,0,0,0,0,0,0,20241106,20251213
000360,0,0,0,0,0,0,0,20241106,20251213
000361,0,0,0,0,0,0,0,20241106,20251213
000362,0,0,0,0,0,0,0,20241106,20251213
000363,0,0,0,0,0,0,0,20241106,20251213
000364,0,0,0,0,0,0,0,20241106,20251213
000365,0,0,0,0,0,0,0,20241106,20251213
000366,0,0,0,0,0,0,0,20241106,20251213
000367,0,0,0,0,0,0,0,20241106,20251213
000368,0,0,0,0,0,0,0,20241106,20251213
000369,0,0,0,0,0,0,0,20241106,20251213
000370,0,0,0,0,0,0,0,20241106,20251213
000371,0,0,0,0,0,0,0,20241106,20251213
000372,0,0,0,0,0,0,0,20241106,20251213
000373,0,0,0,0,0,0,0,20241106,20251213
000374,0,0,0,0,0,0,0,20241106,20251213
000375,0,0,0,0,0,0,0,20241106,20251213
000376,0,0,0,0,0,0,0,20241106,20251213
000377,0,0,0,0,0,0,0,20241106,20251213
000378,0,0,0,0,0,0,0,20241106,20251213
000379,0,0,0,0,0,0,0,20241106,20251213
000380,0,0,0,0,0,0,0,20241106,20251213
000381,0,0,0,0,0,0,0,20241106,20251213
000382,0,0,0,0,0,0,0,20241106,20251213
000383,0,0,0,0,0,0,0,20241106,20251213
000384,0,0,0,0,0,0,0,20241106,20251213
000385,0,0,0,0,0,0,0,20241106,20251213
000386,0,0,0,0,0,0,0,20241106,20251213
000387,0,0,0,0,0,0,0,20241106,20251213
000388,0,0,0,0,0,0,0,20241106,20251213
000389,0,0,0,0,0,0,0,20241106,20251213
000390,0,0,0,0,0,0,0,20241106,20251213
000391,0,0,0,0,0,0,0,20241106,20251213
000392,0,0,0,0,0,0,0,20241106,20251213
000393,0,0,0,0,0,0,0,20241106,20251213
000394,0,0,0,0,0,0,0,20241106,20251213
000395,0,0,0,0,0,0,0,20241106,20251213
000396,0,0,0,0,0,0,0,20241106,20251213
000397,0,0,0,0,0,0,0,20241106,20251213
000398,0,0,0,0,0,0,0,20241106,20251213
000399,0,0,0,0,0,0,0,20241106,20251213
000400,0,0,0,0,0,0,0,20241106,20251213
000401,0,0,0,0,0,0,0,20241106,20251213
000402,0,0,0,0,0,0,0,20241106,20251213
000403,0,0,0,0,0,0,0,20241106,20251213
000404,0,0,0,0,0,0,0,20241106,20251213
000405,0,0,0,0,0,0,0,20241106,20251213
000406,0,0,0,0,0,0,0,20241106,20251213
000407,0,0,0,0,0,0,0,20241106,20251213
000408,0,0,0,0,0,0,0,20241106,20251213
000409,0,0,0,0,0,0,0,20241106,20251213
000410,0,0,0,0,0,0,0,20241106,20251213
000411,0,0,0,0,0,0,0,20241106,20251213
000412,0,0,0,0,0,0,0,20241106,20251213
000413,0,0,0,0,0,0,0,20241106,20251213
000414,0,0,0,0,0,0,0,20241106,20251213
000415,0,0,0,0,0,0,0,20241106,20251213
000416,0,0,0,0,0,0,0,20241106,20251213
000417,0,0,0,0,0,0,0,20241106,20251213
000418,0,0,0,0,0,0,0,20241106,20251213
000419,0,0,0,0,0,0,0,20241106,20251213
000420,0,0,0,0,0,0,0,20241106,20251213
000421,0,0,0,0,0,0,0,20241106,20251213
000422,0,0,0,0,0,0,0,20241106,20251213
000423,0,0,0,0,0,0,0,20241106,20251213
000424,0,0,0,0,0,0,0,20241106,20251213
000425,0,0,0,0,0,0,0,20241106,20251213
000426,0,0,0,0,0,0,0,20241106,20251213
000427,0,0,0,0,0,0,0,20241106,20251213
000428,0,0,0,0,0,0,0,20241106,20251213
000429,0,0,0,0,0,0,0,20241106,20251213
000430,0,0,0,0,0,0,0,20241106,20251213
000431,0,0,0,0,0,0,0,20241106,20251213
000432,0,0,0,0,0,0,0,20241106,20251213
000433,0,0,0,0,0,0,0,20241106,20251213
000434,0,0,0,0,0,0,0,20241106,20251213
000435,0,0,0,0,0,0,0,20241106,20251213
000436,0,0,0,0,0,0,0,20241106,20251213
000437,0,0,0,0,0,0,0,20241106,20251213
000438,0,0,0,0,0,0,0,20241106,20251213
000439,0,0,0,0,0,0,0,20241106,20251213
000440,0,0,0,0,0,0,0,20241106,20251213
000441,0,0,0,0,0,0,0,20241106,20251213
000442,0,0,0,0,0,0,0,20241106,20251213
000443,0,0,0,0,0,0,0,20241106,20251213
000444,0,0,0,0,0,0,0,20241106,20251213
000445,0,0,0,0,0,0,0,20241106,20251213
000446,0,0,0,0,0,0,0,20241106,20251213
000447,0,0,0,0,0,0,0,20241106,20251213
000448,0,0,0,0,0,0,0,20241106,20251213
000449,0,0,0,0,0,0,0,20241106,20251213
000450,0,0,0,0,0,0,0,20241106,20251213
000451,0,0,0,0,0,0,0,20241106,20251213
000452,0,0,0,0,0,0,0,20241106,20251213
000453,0,0,0,0,0,0,0,20241106,20251213
000454,0,0,0,0,0,0,0,20241106,20251213
000455,0,0,0,0,0,0,0,20241106,20251213
000456,0,0,0,0,0,0,0,20241106,20251213
000457,0,0,0,0,0,0,0,20241106,20251213
000458,0,0,0,0,0,0,0,20241106,20251213
000459,0,0,0,0,0,0,0,20241106,20251213
000460,0,0,0,0,0,0,0,20241106,20251213
000461,0,0,0,0,0,0,0,20241106,20251213
000462,0,0,0,0,0,0,0,20241106,20251213
000463,0,0,0,0,0,0,0,20241106,20251213
000464,0,0,0,0,0,0,0,20241106,20251213
000465,0,0,0,0,0,0,0,20241106,20251213
000466,0,0,0,0,0,0,0,20241106,20251213
000467,0,0,0,0,0,0,0,20241106,20251213
000468,0,0,0,0,0,0,0,20241106,20251213
000469,0,0,0,0,0,0,0,20241106,20251213
000470,0,0,0,0,0,0,0,20241106,20251213
000471,0,0,0,0,0,0,0,20241106,20251213
000472,0,0,0,0,0,0,0,20241106,20251213
000473,0,0,0,0,0,0,0,20241106,20251213
000474,0,0,0,0,0,0,0,20241106,20251213
000475,0,0,0,0,0,0,0,20241106,20251213
000476,0,0,0,0,0,0,0,20241106,20251213
000477,0,0,0,0,0,0,0,20241106,20251213
000478,0,0,0,0,0,0,0,20241106,20251213
000479,0,0,0,0,0,0,0,20241106,20251213
000480,0,0,0,0,0,0,0,20241106,20251213
000481,0,0,0,0,0,0,0,20241106,20251213
000482,0,0,0,0,0,0,0,20241106,20251213
000483,0,0,0,0,0,0,0,20241106,20251213
000484,0,0,0,0,0,0,0,20241106,20251213
000485,0,0,0,0,0,0,0,20241106,20251213
000486,0,0,0,0,0,0,0,20241106,20251213
000487,0,0,0,0,0,0,0,20241106,20251213
000488,0,0,0,0,0,0,0,20241106,20251213
000489,0,0,0,0,0,0,0,20241106,20251213
000490,0,0,0,0,0,0,0,20241106,20251213
000491,0,0,0,0,0,0,0,20241106,20251213
000492,0,0,0,0,0,0,0,20241106,20251213
000493,0,0,0,0,0,0,0,20241106,20251213
000494,0,0,0,0,0,0,0,20241106,20251213
000495,0,0,0,0,0,0,0,20241106,20251213
000496,0,0,0,0,0,0,0,20241106,20251213
000497,0,0,0,0,0,0,0,20241106,20251213
000498,0,0,0,0,0,0,0,20241106,20251213
000499,0,0,0,0,0,0,0,20241106,20251213
000500,0,0,0,0,0,0,0,20241106,20251213
000501,0,0,0,0,0,0,0,20241106,20251213
000502,0,0,0,0,0,0,0,20241106,20251213
000503,0,0,0,0,0,0,0,20241106,20251213
000504,0,0,0,0,0,0,0,20241106,20251213
000505,0,0,0,0,0,0,0,20241106,20251213
000506,0,0,0,0,0,0,0,20241106,20251213
000507,0,0,0,0,0,0,0,20241106,20251213
000508,0,0,0,0,0,0,0,20241106,20251213
000509,0,0,0,0,0,0,0,20241106,20251213
000510,0,0,0,0,0,0,0,20241106,20251213
000511,0,0,0,0,0,0,0,20241106,20251213
000512,0,0,0,0,0,0,0,20241106,20251213
000513,0,0,0,0,0,0,0,20241106,20251213
000514,0,0,0,0,0,0,0,20241106,20251213
000515,0,0,0,0,0,0,0,20241106,20251213
000516,0,0,0,0,0,0,0,20241106,20251213
000517,0,0,0,0,0,0,0,20241106,20251213
000518,0,0,0,0,0,0,0,20241106,20251213
000519,0,0,0,0,0,0,0,20241106,20251213
000520,0,0,0,0,0,0,0,20241106,20251213
000521,0,0,0,0,0,0,0,20241106,20251213
000522,0,0,0,0,0,0,0,20241106,20251213
000523,0,0,0,0,0,0,0,20241106,20251213
000524,0,0,0,0,0,0,0,20241106,20251213
000525,0,0,0,0,0,0,0,20241106,20251213
000526,0,0,0,0,0,0,0,20241106,20251213
000527,0,0,0,0,0,0,0,20241106,20251213
000528,0,0,0,0,0,0,0,20241106,20251213
000529,0,0,0,0,0,0,0,20241106,20251213
000530,0,0,0,0,0,0,0,20241106,20251213
000531,0,0,0,0,0,0,0,20241106,20251213
000532,0,0,0,0,0,0,0,20241106,20251213
000533,0,0,0,0,0,0,0,20241106,20251213
000534,0,0,0,0,0,0,0,20241106,20251213
000535,0,0,0,0,0,0,0,20241106,20251213
000536,0,0,0,0,0,0,0,20241106,20251213
000537,0,0,0,0,0,0,0,20241106,20251213
000538,0,0,0,0,0,0,0,20241106,20251213
000539,0,0,0,0,0,0,0,20241106,20251213
000540,0,0,0,0,0,0,0,20241106,20251213
000541,0,0,0,0,0,0,0,20241106,20251213
000542,0,0,0,0,0,0,0,20241106,20251213
000543,0,0,0,0,0,0,0,20241106,20251213
000544,0,0,0,0,0,0,0,20241106,20251213
000545,0,0,0,0,0,0,0,20241106,20251213
000546,0,0,0,0,0,0,0,20241106,20251213
000547,0,0,0,0,0,0,0,20241106,20251213
000548,0,0,0,0,0,0,0,20241106,20251213
000549,0,0,0,0,0,0,0,20241106,20251213
000550,0,0,0,0,0,0,0,20241106,20251213
000551,0,0,0,0,0,0,0,20241106,20251213
000552,0,0,0,0,0,0,0,20241106,20251213
000553,0,0,0,0,0,0,0,20241106,20251213
000554,0,0,0,0,0,0,0,20241106,20251213
000555,0,0,0,0,0,0,0,20241106,20251213
000556,0,0,0,0,0,0,0,20241106,20251213
